#TYPE Deserialized.Selected.System.Diagnostics.Eventing.Reader.EventLogRecord
"Message","SubjectUserSid","SubjectUserName","SubjectDomainName","SubjectLogonId","NewProcessId","NewProcessName","TokenElevationType","ProcessId","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties","PSComputerName","RunspaceId","PSShowComputerName"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xfb8
	New Process Name:	C:\Windows\System32\SearchProtocolHost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0xa98

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xfb8","C:\Windows\System32\SearchProtocolHost.exe","%%1936","0xa98","4688","0",,"0","13312","0","-9214364837600034816","21858","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:03:03 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xce4
	New Process Name:	C:\Windows\System32\wsmprovhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xce4","C:\Windows\System32\wsmprovhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21845","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:01:46 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0x3c4
	New Process Name:	C:\Windows\System32\dllhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0x3c4","C:\Windows\System32\dllhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21844","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:01:46 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xff0
	New Process Name:	C:\Windows\System32\slui.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xff0","C:\Windows\System32\slui.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21841","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:01:28 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xf38
	New Process Name:	C:\Windows\System32\wsmprovhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xf38","C:\Windows\System32\wsmprovhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21828","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:01:14 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0x828
	New Process Name:	C:\Windows\System32\dllhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0x828","C:\Windows\System32\dllhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21827","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:01:14 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xbf8
	New Process Name:	C:\Windows\System32\SearchFilterHost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0xa98

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xbf8","C:\Windows\System32\SearchFilterHost.exe","%%1936","0xa98","4688","0",,"0","13312","0","-9214364837600034816","21824","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:01:08 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0x384
	New Process Name:	C:\Windows\System32\slui.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0x384","C:\Windows\System32\slui.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21823","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 11:00:08 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xa80
	New Process Name:	C:\Windows\System32\wsmprovhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xa80","C:\Windows\System32\wsmprovhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21810","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:59:47 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0x774
	New Process Name:	C:\Windows\System32\dllhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0x774","C:\Windows\System32\dllhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21809","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:59:47 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xc54
	New Process Name:	C:\Windows\System32\SearchFilterHost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0xa98

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xc54","C:\Windows\System32\SearchFilterHost.exe","%%1936","0xa98","4688","0",,"0","13312","0","-9214364837600034816","21802","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:58:48 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xc5c
	New Process Name:	C:\Windows\System32\SearchProtocolHost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0xa98

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xc5c","C:\Windows\System32\SearchProtocolHost.exe","%%1936","0xa98","4688","0",,"0","13312","0","-9214364837600034816","21801","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:58:48 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xcc0
	New Process Name:	C:\Windows\System32\wsmprovhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xcc0","C:\Windows\System32\wsmprovhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21788","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:56:35 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0xb48
	New Process Name:	C:\Windows\System32\dllhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0xb48","C:\Windows\System32\dllhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21787","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:56:35 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
"A new process has been created.

Subject:
	Security ID:		S-1-5-18
	Account Name:		HOME-WIN7-1$
	Account Domain:		HOME
	Logon ID:		0x3e7

Process Information:
	New Process ID:		0x1a4
	New Process Name:	C:\Windows\System32\wsmprovhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Creator Process ID:	0x260

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.","S-1-5-18","HOME-WIN7-1$","HOME","0x3e7","0x1a4","C:\Windows\System32\wsmprovhost.exe","%%1936","0x260","4688","0",,"0","13312","0","-9214364837600034816","21772","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","44","home-win7-1.home.local",,"11/28/2016 10:56:17 PM",,,"security","","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","Process Creation","Audit Success","System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty System.Diagnostics.Eventing.Reader.EventProperty","home-win7-1","8f3f4f87-5aec-4072-bbd6-db6585200215","True"
