#TYPE Selected.System.Diagnostics.Eventing.Reader.EventLogRecord
"SubjectUserSid","SubjectUserName","SubjectDomainName","SubjectLogonId","NewProcessId","NewProcessName","TokenElevationType","ProcessId","CommandLine","Id","Version","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","LevelDisplayName","OpcodeDisplayName","TaskDisplayName"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xbb8","C:\Windows\System32\SearchProtocolHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","7033","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","48","bob-win7.lab.local",,"12/25/2016 8:14:45 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x91c","C:\Windows\System32\taskeng.exe","%%1936","0x3a4",,"4688","0","0","13312","0","-9214364837600034816","7032","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","48","bob-win7.lab.local",,"12/25/2016 8:14:45 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x450","C:\Windows\System32\taskhost.exe","%%1938","0x218",,"4688","0","0","13312","0","-9214364837600034816","7031","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","48","bob-win7.lab.local",,"12/25/2016 8:14:45 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x9a4","C:\Windows\System32\dllhost.exe","%%1936","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7030","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","48","bob-win7.lab.local",,"12/25/2016 8:14:45 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x744","C:\Program Files (x86)\Parallels\Parallels Tools\Services\WoW\coherence.exe","%%1936","0x774",,"4688","0","0","13312","0","-9214364837600034816","7029","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:33 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x774","C:\Program Files (x86)\Parallels\Parallels Tools\Services\coherence.exe","%%1936","0x584",,"4688","0","0","13312","0","-9214364837600034816","7028","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:33 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x2a8","C:\Program Files (x86)\Parallels\Parallels Tools\Services\prl_tools.exe","%%1936","0x5a0",,"4688","0","0","13312","0","-9214364837600034816","7027","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:33 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x240","C:\Windows\System32\LogonUI.exe","%%1936","0x92c",,"4688","0","0","13312","0","-9214364837600034816","7026","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:32 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x92c","C:\Windows\System32\winlogon.exe","%%1936","0xa10",,"4688","0","0","13312","0","-9214364837600034816","7025","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:32 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x6d8","C:\Windows\System32\csrss.exe","%%1936","0xa10",,"4688","0","0","13312","0","-9214364837600034816","7024","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:32 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xa10","C:\Windows\System32\smss.exe","%%1936","0x120",,"4688","0","0","13312","0","-9214364837600034816","7023","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:32 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x968","C:\Windows\System32\SearchFilterHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","7022","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:31 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xa84","C:\Program Files (x86)\Parallels\Parallels Tools\Services\prl_tools.exe","%%1936","0x5a0",,"4688","0","0","13312","0","-9214364837600034816","7021","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:31 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x7e8","C:\Windows\System32\SearchProtocolHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","7020","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:13:31 PM",,,"security","Information","Info","Process Creation"
"S-1-5-19","LOCAL SERVICE","NT AUTHORITY","0x3e5","0xb94","C:\Windows\System32\audiodg.exe","%%1936","0x330",,"4688","0","0","13312","0","-9214364837600034816","7019","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","48","bob-win7.lab.local",,"12/25/2016 8:13:28 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x810","C:\Windows\System32\LogonUI.exe","%%1936","0x1f4",,"4688","0","0","13312","0","-9214364837600034816","7018","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 8:13:25 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x668","C:\Windows\System32\mobsync.exe","%%1938","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7017","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 8:12:25 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x71c","C:\Windows\System32\taskhost.exe","%%1936","0x218",,"4688","0","0","13312","0","-9214364837600034816","7016","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 8:12:05 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x994","C:\Windows\System32\taskhost.exe","%%1936","0x218",,"4688","0","0","13312","0","-9214364837600034816","7013","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 6:03:11 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x6e0","C:\Windows\System32\dwm.exe","%%1938","0x370",,"4688","0","0","13312","0","-9214364837600034816","7011","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","48","bob-win7.lab.local",,"12/25/2016 5:58:01 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x84c","C:\Windows\System32\WerFault.exe","%%1938","0x348",,"4688","0","0","13312","0","-9214364837600034816","7010","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:58:00 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x6c0","C:\Windows\System32\WerFault.exe","%%1938","0x348",,"4688","0","0","13312","0","-9214364837600034816","7009","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:58:00 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x3f4","C:\Windows\System32\dllhost.exe","%%1938","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7008","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 5:55:09 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x298","C:\Windows\System32\dllhost.exe","%%1938","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7007","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:54:59 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x9d0","C:\Windows\System32\dllhost.exe","%%1938","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7006","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 5:54:48 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xb44","C:\Windows\System32\SearchFilterHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","7005","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 5:54:46 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x88c","C:\Windows\System32\SearchProtocolHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","7004","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 5:54:46 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x200","C:\Windows\System32\dllhost.exe","%%1937","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7003","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 5:54:46 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x28c","C:\Windows\System32\dllhost.exe","%%1936","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","7002","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 5:54:46 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xbd8","C:\Windows\System32\consent.exe","%%1936","0x3a4",,"4688","0","0","13312","0","-9214364837600034816","7001","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:54:45 PM",,,"security","Information","Info","Process Creation"
"S-1-5-19","LOCAL SERVICE","NT AUTHORITY","0x3e5","0x4f0","C:\Windows\System32\audiodg.exe","%%1936","0x330",,"4688","0","0","13312","0","-9214364837600034816","7000","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","68","bob-win7.lab.local",,"12/25/2016 5:54:38 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x43c","C:\Windows\System32\dllhost.exe","%%1938","0x2a0",,"4688","0","0","13312","0","-9214364837600034816","6999","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","68","bob-win7.lab.local",,"12/25/2016 5:54:37 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x29c","C:\Windows\System32\dwm.exe","%%1938","0x370",,"4688","0","0","13312","0","-9214364837600034816","6996","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 5:42:02 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x9c0","C:\Windows\System32\WerFault.exe","%%1938","0x348",,"4688","0","0","13312","0","-9214364837600034816","6995","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 5:42:01 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xbc0","C:\Windows\System32\WerFault.exe","%%1938","0x348",,"4688","0","0","13312","0","-9214364837600034816","6994","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","56","bob-win7.lab.local",,"12/25/2016 5:42:00 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x540","C:\Windows\System32\conhost.exe","%%1936","0x17c",,"4688","0","0","13312","0","-9214364837600034816","6992","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:31:29 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x644","C:\Windows\System32\cmd.exe","%%1936","0xa34",,"4688","0","0","13312","0","-9214364837600034816","6991","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:31:29 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0xa34","C:\Windows\PSEXESVC.exe","%%1936","0x218",,"4688","0","0","13312","0","-9214364837600034816","6990","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:31:28 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x6e0","C:\Windows\System32\SearchProtocolHost.exe","%%1938","0xb80",,"4688","0","0","13312","0","-9214364837600034816","6989","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","68","bob-win7.lab.local",,"12/25/2016 5:30:40 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x3d4","C:\Windows\System32\SearchFilterHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","6988","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:30:38 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x278","C:\Windows\System32\SearchProtocolHost.exe","%%1936","0xb80",,"4688","0","0","13312","0","-9214364837600034816","6987","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:30:38 PM",,,"security","Information","Info","Process Creation"
"S-1-5-21-1821399794-337311051-3185148185-1104","rick.james.sa","LAB","0x39fcc","0x694","C:\Program Files (x86)\Internet Explorer\iexplore.exe","%%1938","0x44c",,"4688","0","0","13312","0","-9214364837600034816","6986","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:30:37 PM",,,"security","Information","Info","Process Creation"
"S-1-5-21-1821399794-337311051-3185148185-1104","rick.james.sa","LAB","0x39fcc","0x7cc","C:\Windows\SysWOW64\ie4uinit.exe","%%1938","0x44c",,"4688","0","0","13312","0","-9214364837600034816","6985","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:30:37 PM",,,"security","Information","Info","Process Creation"
"S-1-5-21-1821399794-337311051-3185148185-1104","rick.james.sa","LAB","0x39fcc","0x44c","C:\Program Files (x86)\Internet Explorer\iexplore.exe","%%1938","0xabc",,"4688","0","0","13312","0","-9214364837600034816","6984","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","64","bob-win7.lab.local",,"12/25/2016 5:30:37 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x808","C:\Windows\System32\raserver.exe","%%1936","0x218",,"4688","0","0","13312","0","-9214364837600034816","6983","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","52","bob-win7.lab.local",,"12/25/2016 5:29:23 PM",,,"security","Information","Info","Process Creation"
"S-1-5-18","BOB-WIN7$","LAB","0x3e7","0x6e0","C:\Windows\System32\taskhost.exe","%%1936","0x218",,"4688","0","0","13312","0","-9214364837600034816","6982","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","68","bob-win7.lab.local",,"12/25/2016 5:29:07 PM",,,"security","Information","Info","Process Creation"
